,support,itemsets
7482,0.0016317902350138761,"frozenset({46656, 44350})"
7483,0.0009770211834118539,"frozenset({46656, 49671})"
7484,0.0019064510770873135,"frozenset({46656, 47615})"
7485,0.000872506978500557,"frozenset({46656, 40698})"
7486,0.0009490263070963279,"frozenset({46656, 39869})"
7487,0.0007844786451972923,"frozenset({46656, 21934})"
7488,0.00041587944037620135,"frozenset({46656, 49224})"
7489,0.0007148025085897612,"frozenset({46656, 37639})"
7490,0.00039846040622431856,"frozenset({46656, 27081})"
7491,0.0004541391046740868,"frozenset({46656, 22031})"
7492,0.0004177457654639031,"frozenset({46656, 19656})"
7493,0.0005804271022752369,"frozenset({46656, 42257})"
7494,0.0005350131918078283,"frozenset({46656, 28198})"
7495,0.000472802355551104,"frozenset({46656, 34963})"
7496,0.0007931881622732337,"frozenset({46656, 10745})"
7497,0.0006927176617186242,"frozenset({46656, 35945})"
7498,0.00028274825078681155,"frozenset({46656, 5074})"
7499,0.00040499254403127463,"frozenset({46656, 44623})"
7500,0.000882460712301633,"frozenset({46656, 21899, 13172})"
7501,0.000818383550957207,"frozenset({46656, 21899, 24960})"
7502,0.00023204641923758133,"frozenset({46656, 21899, 13172, 24960})"
7503,0.00028399246751194604,"frozenset({46656, 34120, 26204})"
7504,0.00028337035914937877,"frozenset({46656, 34120, 47198})"
7505,0.00023266852760014855,"frozenset({46656, 5873, 34120})"
7506,0.00022769166069961063,"frozenset({46656, 30385, 34120})"
7507,0.00022520322724934165,"frozenset({46656, 34120, 21133})"
7508,0.00021151684327286232,"frozenset({46656, 24848, 34120})"
7509,0.0004357869079783531,"frozenset({46656, 34120, 24960})"
7510,0.00038259664297885394,"frozenset({46656, 34120, 21899})"
7511,0.000327540052891653,"frozenset({46656, 34120, 44350})"
7512,0.000318519481634428,"frozenset({46656, 34120, 13172})"
7513,0.00031385366891517364,"frozenset({46656, 34120, 31711})"
7514,0.00020062994692793558,"frozenset({46656, 34120, 44998})"
7515,0.000218360035261102,"frozenset({46656, 34120, 47615})"
7516,0.000307010476926934,"frozenset({46656, 34120, 22931})"
7517,0.0007670596110454095,"frozenset({46656, 13172, 24960})"
7518,0.0005623859597607869,"frozenset({46656, 22931, 13172})"
7519,0.0005465221965153223,"frozenset({46656, 22931, 21899})"
7520,0.0003359385157863108,"frozenset({46656, 22931, 21133})"
7521,0.0007916328913668157,"frozenset({46656, 22931, 24960})"
7522,0.00028585879259964775,"frozenset({46656, 24848, 22931})"
7523,0.0004224115781831574,"frozenset({46656, 22931, 26204})"
7524,0.0005007972318666299,"frozenset({46656, 22931, 47198})"
7525,0.0002242700647054908,"frozenset({46656, 22931, 13172, 24960})"
7526,0.0002304911483311632,"frozenset({46656, 22931, 21899, 24960})"
7527,0.00020902840982259336,"frozenset({46656, 22931, 24960, 47198})"
7528,0.0004955093107848084,"frozenset({46656, 21899, 31711})"
7529,0.0004883550646152851,"frozenset({46656, 13172, 31711})"
7530,0.00036424444628312027,"frozenset({46656, 22931, 31711})"
7531,0.00029332409295045465,"frozenset({46656, 21133, 31711})"
7532,0.0002967456889445745,"frozenset({46656, 24848, 31711})"
7533,0.0005605196346730851,"frozenset({46656, 26204, 31711})"
7534,0.0005424784921586351,"frozenset({46656, 24960, 31711})"
7535,0.00040125989385587116,"frozenset({46656, 47198, 31711})"
7536,0.0005079514780361532,"frozenset({46656, 5873, 13172})"
7537,0.0004249000116334264,"frozenset({46656, 5873, 21899})"
7538,0.00035366860411947717,"frozenset({46656, 5873, 22931})"
7539,0.0002466659657579115,"frozenset({46656, 5873, 31711})"
7540,0.0004995530151414954,"frozenset({46656, 5873, 47198})"
7541,0.0003555349292071789,"frozenset({46656, 5873, 26204})"
7542,0.00030358888093281414,"frozenset({46656, 5873, 21133})"
7543,0.0004392085039724729,"frozenset({46656, 5873, 24960})"
7544,0.000463781784293879,"frozenset({46656, 30385, 21899})"
7545,0.0004519617254051014,"frozenset({46656, 30385, 13172})"
7546,0.00027341662534830294,"frozenset({46656, 30385, 5873})"
7547,0.00026626237917877965,"frozenset({46656, 30385, 31711})"
7548,0.000245421749032777,"frozenset({46656, 30385, 22931})"
7549,0.0004118357360195143,"frozenset({46656, 30385, 47198})"
7550,0.00028461457587451326,"frozenset({46656, 30385, 21133})"
7551,0.00024728807412047877,"frozenset({46656, 30385, 26204})"
7552,0.00021089473491029507,"frozenset({46656, 30385, 24848})"
7553,0.0003290953237980711,"frozenset({46656, 30385, 24960})"
7554,0.00038446296806655565,"frozenset({46656, 30385, 44350})"
7555,0.0003266068903478021,"frozenset({46656, 8514, 13172})"
7556,0.00031385366891517364,"frozenset({46656, 8514, 21899})"
7557,0.00029270198458788743,"frozenset({46656, 8514, 31711})"
7558,0.00022209268543650545,"frozenset({46656, 8514, 22931})"
7559,0.00039597197277404963,"frozenset({46656, 8514, 24960})"
7560,0.00027528295043600465,"frozenset({46656, 8514, 47198})"
7561,0.000286480900962215,"frozenset({46656, 8514, 26204})"
7562,0.00020747313891617526,"frozenset({46656, 8514, 21133})"
7563,0.0002715503002606012,"frozenset({46656, 21899, 21612})"
7564,0.00022675849815575975,"frozenset({46656, 21612, 24960})"
7565,0.0006790312777421448,"frozenset({46656, 13172, 21133})"
7566,0.0004519617254051014,"frozenset({46656, 24848, 21133})"
7567,0.0005154167783869601,"frozenset({46656, 21133, 47198})"
7568,0.00037108763827135995,"frozenset({46656, 26204, 21133})"
7569,0.0005259926205506032,"frozenset({46656, 24960, 21133})"
7570,0.0005798049939126697,"frozenset({46656, 21899, 21133})"
7571,0.00021493843926698216,"frozenset({46656, 13172, 21133, 47198})"
7572,0.00020747313891617526,"frozenset({46656, 21899, 13172, 21133})"
7573,0.0002640849999097943,"frozenset({46656, 13172, 27839})"
7574,0.00022364795634292355,"frozenset({46656, 21133, 27839})"
7575,0.0002463549115766279,"frozenset({46656, 24848, 27839})"
7576,0.0002497765075707477,"frozenset({46656, 24960, 27839})"
7577,0.000227380606518327,"frozenset({46656, 21899, 27839})"
7578,0.0005701623142928775,"frozenset({46656, 24848, 24960})"
7579,0.0006868076322742354,"frozenset({46656, 24848, 21899})"
7580,0.0005213268078313489,"frozenset({46656, 24848, 26204})"
7581,0.0007172909420400302,"frozenset({46656, 26204, 24960})"
7582,0.0004911545522468377,"frozenset({46656, 26204, 47198})"
7583,0.0006214862542046749,"frozenset({46656, 21899, 26204})"
7584,0.0005014193402291972,"frozenset({46656, 26204, 13172})"
7585,0.000218360035261102,"frozenset({46656, 21899, 26204, 24960})"
7586,0.0004249000116334264,"frozenset({46656, 24848, 47755})"
7587,0.0003514912248504918,"frozenset({46656, 47755, 26204})"
7588,0.0004463627501419962,"frozenset({46656, 47755, 21899})"
7589,0.0003468254121312375,"frozenset({46656, 47755, 47615})"
7590,0.0003630002295579858,"frozenset({46656, 47755, 24960})"
7591,0.00025195388683973307,"frozenset({46656, 47755, 31711})"
7592,0.00023795644868197013,"frozenset({46656, 47755, 21133})"
7593,0.0002656402708162124,"frozenset({46656, 47755, 13172})"
7594,0.00038446296806655565,"frozenset({46656, 24960, 44998})"
7595,0.00028896933441248396,"frozenset({46656, 26204, 44998})"
7596,0.0002345348526878503,"frozenset({46656, 44998, 31711})"
7597,0.00040965835675052894,"frozenset({46656, 13172, 44998})"
7598,0.00031665315654672623,"frozenset({46656, 47198, 44998})"
7599,0.00023733434031940288,"frozenset({46656, 21133, 44998})"
7600,0.0002211595228926546,"frozenset({46656, 44350, 44998})"
7601,0.0002112057890915787,"frozenset({46656, 30385, 44998})"
7602,0.00021058368072901146,"frozenset({46656, 5873, 44998})"
7603,0.0004090362483879617,"frozenset({46656, 21899, 44998})"
7604,0.00028772511768734946,"frozenset({46656, 22931, 44998})"
7605,0.0002420001530386572,"frozenset({46656, 24848, 44998})"
7606,0.00020747313891617526,"frozenset({46656, 44998, 47615})"
7607,0.00027559400461728826,"frozenset({46656, 4602, 24960})"
7608,0.0002301800941498796,"frozenset({46656, 24848, 4602})"
7609,0.00026595132499749604,"frozenset({46656, 13172, 17790})"
7610,0.0002983009598509926,"frozenset({46656, 26204, 17790})"
7611,0.00024231120721994082,"frozenset({46656, 44350, 17790})"
7612,0.00039534986441148236,"frozenset({46656, 24960, 17790})"
7613,0.0003617560128328513,"frozenset({46656, 21899, 17790})"
7614,0.00028710300932478224,"frozenset({46656, 24848, 17790})"
7615,0.0002466659657579115,"frozenset({46656, 47198, 17790})"
7616,0.00028243719660552794,"frozenset({46656, 22931, 17790})"
7617,0.0003384269492365797,"frozenset({46656, 24848, 47198})"
7618,0.0008703295992315718,"frozenset({46656, 13172, 47198})"
7619,0.0006541469432394551,"frozenset({46656, 24960, 47198})"
7620,0.0006908513366309224,"frozenset({46656, 21899, 47198})"
7621,0.00023826750286325374,"frozenset({46656, 13172, 24960, 47198})"
7622,0.00027652716716113914,"frozenset({46656, 21899, 13172, 47198})"
7623,0.00026501816245364516,"frozenset({46656, 28979, 47198})"
7624,0.00026159656645952534,"frozenset({46656, 24848, 28979})"
7625,0.00024697701993919516,"frozenset({46656, 28979, 26204})"
7626,0.0002286248232434615,"frozenset({46656, 28979, 21133})"
7627,0.0002230258479803563,"frozenset({46656, 30385, 28979})"
7628,0.00039037299751094445,"frozenset({46656, 28979, 21899})"
7629,0.00029270198458788743,"frozenset({46656, 28979, 13172})"
7630,0.0003244295110788168,"frozenset({46656, 28979, 24960})"
7631,0.00026097445809695807,"frozenset({46656, 28979, 44350})"
7632,0.000245421749032777,"frozenset({46656, 28979, 47615})"
7633,0.0003452701412248194,"frozenset({46656, 27960, 21133})"
7634,0.0003343832448798926,"frozenset({46656, 27960, 47198})"
7635,0.0002258253356119089,"frozenset({46656, 5873, 27960})"
7636,0.0002065399763723244,"frozenset({46656, 27960, 26204})"
7637,0.0004360979621596367,"frozenset({46656, 27960, 13172})"
7638,0.0003253626736226676,"frozenset({46656, 27960, 21899})"
7639,0.00027217240862316845,"frozenset({46656, 27960, 24960})"
7640,0.00028959144277505123,"frozenset({46656, 13172, 41942})"
7641,0.0002581749704654055,"frozenset({46656, 24960, 41942})"
7642,0.00023515696105041753,"frozenset({46656, 47198, 41942})"
7643,0.00025630864537770377,"frozenset({46656, 21899, 41942})"
7644,0.0002124500058167132,"frozenset({46656, 21899, 46968})"
7645,0.00030203361002639604,"frozenset({46656, 27099, 13172})"
7646,0.00024106699049480633,"frozenset({46656, 27099, 47198})"
7647,0.0002317353650562977,"frozenset({46656, 27099, 31711})"
7648,0.00022675849815575975,"frozenset({46656, 27099, 26204})"
7649,0.0002168047643546839,"frozenset({46656, 24848, 27099})"
7650,0.0003502470081253573,"frozenset({46656, 27099, 24960})"
7651,0.0003231852943536823,"frozenset({46656, 27099, 21899})"
7652,0.0002494654533894641,"frozenset({46656, 27099, 22931})"
7653,0.00021369422254184767,"frozenset({46656, 27099, 21133})"
7654,0.00027870454643012446,"frozenset({46656, 8273, 13172})"
7655,0.0002096505181851606,"frozenset({46656, 8273, 47198})"
7656,0.00020840630146002611,"frozenset({46656, 8273, 21899})"
7657,0.0003054552060205159,"frozenset({46656, 13172, 19053})"
7658,0.00020125205529050282,"frozenset({46656, 19053, 47198})"
7659,0.0002420001530386572,"frozenset({46656, 39267, 13172})"
7660,0.0002171158185359675,"frozenset({46656, 39267, 21899})"
7661,0.0002112057890915787,"frozenset({46656, 39267, 21133})"
7662,0.00028585879259964775,"frozenset({46656, 26204, 44350})"
7663,0.0004211673614580229,"frozenset({46656, 13172, 44350})"
7664,0.0003381158950552961,"frozenset({46656, 22931, 44350})"
7665,0.00021369422254184767,"frozenset({46656, 44350, 47615})"
7666,0.0004678254886505661,"frozenset({46656, 21899, 44350})"
7667,0.00041556838619491774,"frozenset({46656, 24960, 44350})"
7668,0.00025879707882797275,"frozenset({46656, 44350, 31711})"
7669,0.0003704655299087927,"frozenset({46656, 47198, 44350})"
7670,0.00026626237917877965,"frozenset({46656, 5873, 44350})"
7671,0.00025195388683973307,"frozenset({46656, 21133, 44350})"
7672,0.00023360169014399943,"frozenset({46656, 24848, 44350})"
7673,0.0002245811188867744,"frozenset({46656, 26204, 49671})"
7674,0.00031229839800875553,"frozenset({46656, 24848, 49671})"
7675,0.00028088192569910984,"frozenset({46656, 21899, 49671})"
7676,0.00025786391628412187,"frozenset({46656, 47615, 49671})"
7677,0.0003203858067221297,"frozenset({46656, 13172, 47615})"
7678,0.00026688448754134687,"frozenset({46656, 22931, 47615})"
7679,0.00029643463476329085,"frozenset({46656, 47198, 47615})"
7680,0.00024448858648892617,"frozenset({46656, 21133, 47615})"
7681,0.0004951982566035247,"frozenset({46656, 24848, 47615})"
7682,0.0005272368372757377,"frozenset({46656, 21899, 47615})"
7683,0.0004986198525976446,"frozenset({46656, 24960, 47615})"
7684,0.00027870454643012446,"frozenset({46656, 31711, 47615})"
7685,0.000507329369673586,"frozenset({46656, 26204, 47615})"
7686,0.00022831376906217785,"frozenset({46656, 40698, 13172})"
7687,0.00022395901052420716,"frozenset({46656, 40698, 24960})"
7688,0.0002584860246466891,"frozenset({46656, 40698, 21899})"
7689,0.00030047833911997794,"frozenset({46656, 21899, 39869})"
7690,0.00022831376906217785,"frozenset({46656, 39869, 44350})"
7691,0.00020591786800975716,"frozenset({46656, 30385, 39869})"
7692,0.0002553754828338529,"frozenset({46656, 13172, 39869})"
7693,0.00023888961122582098,"frozenset({46656, 39869, 47198})"
7694,0.00022800271488089424,"frozenset({46656, 24960, 21934})"
7695,0.00021213895163542956,"frozenset({46656, 21899, 21934})"
7696,0.00020467365128462266,"frozenset({46656, 13172, 21934})"
7697,0.00023888961122582098,"frozenset({46656, 13172, 37639})"
7698,0.00020996157236644422,"frozenset({46656, 21899, 37639})"
7699,0.00021804898107981836,"frozenset({46656, 10745, 24960})"
7700,0.000206851030553608,"frozenset({46656, 10745, 21899})"
7701,0.0002301800941498796,"frozenset({46656, 10745, 13172})"
7702,0.00020436259710333906,"frozenset({46656, 35945, 21899})"
7703,0.0002301800941498796,"frozenset({46656, 35945, 13172})"
7704,0.0021832892984297364,"frozenset({24834, 21899})"
7705,0.0004970645816912265,"frozenset({46656, 24834})"
7706,0.0005854039691757749,"frozenset({42257, 24834})"
7707,0.002238345888516937,"frozenset({24834, 47198})"
7708,0.0019108058356252843,"frozenset({24834, 21133})"
7709,0.00038881772660452634,"frozenset({39920, 24834})"
7710,0.0029245314124286053,"frozenset({24848, 24834})"
7711,0.001064738462533835,"frozenset({24834, 47615})"
7712,0.0005763833979185499,"frozenset({45057, 24834})"
7713,0.0005371905710768135,"frozenset({24834, 8514})"
7714,0.0004451185334168617,"frozenset({24834, 4602})"
7715,0.0007446637099929889,"frozenset({24834, 44623})"
7716,0.0006056224909592102,"frozenset({24834, 21612})"
7717,0.00023142431087501408,"frozenset({24834, 25885})"
7718,0.0006161983331228533,"frozenset({24834, 37639})"
7719,0.0004923987689719722,"frozenset({34120, 24834})"
7720,0.0004668923261067152,"frozenset({24834, 48668})"
7721,0.0032707347161972755,"frozenset({24834, 13172})"
7722,0.0010106150349904848,"frozenset({5873, 24834})"
7723,0.0008827717664829166,"frozenset({24834, 22931})"
7724,0.0007655043401389915,"frozenset({30385, 24834})"
7725,0.0005518101175971437,"frozenset({24834, 31711})"
7726,0.0010703374377969402,"frozenset({24834, 26204})"
7727,0.0009477820903711934,"frozenset({24834, 44998})"
7728,0.000843889993822464,"frozenset({24960, 24834})"
7729,0.0006703217606662034,"frozenset({24834, 19053})"
7730,0.000643571101075812,"frozenset({24834, 28979})"
7731,0.0006342394756373034,"frozenset({24834, 44350})"
7732,0.0006298847170993326,"frozenset({24834, 40698})"
7733,0.0006099772494971809,"frozenset({24834, 39869})"
7734,0.0005070183154923023,"frozenset({49224, 24834})"
7735,0.0006787202235608612,"frozenset({24834, 27839})"
7736,0.0005810492106378041,"frozenset({16793, 24834})"
7737,0.00045973807993719197,"frozenset({46968, 24834})"
7738,0.0007931881622732337,"frozenset({8273, 24834})"
7739,0.0007266225674785388,"frozenset({24834, 30483})"
7740,0.0004448074792355781,"frozenset({24834, 26599})"
7741,0.00041152468183823065,"frozenset({24834, 24180})"
7742,0.0013375329795195705,"frozenset({24834, 47755})"
7743,0.0005312805416324248,"frozenset({24834, 41942})"
7744,0.0007465300350806905,"frozenset({24834, 39267})"
7745,0.0006118435745848826,"frozenset({27081, 24834})"
7746,0.0004799566017206273,"frozenset({10745, 24834})"
7747,0.0003222521318098314,"frozenset({5074, 24834})"
7748,0.0006367279090875723,"frozenset({24834, 27099})"
7749,0.0014787515778223346,"frozenset({27960, 24834})"
7750,0.0005486995757843075,"frozenset({24834, 49671})"
7751,0.00032256318599111503,"frozenset({24834, 34963})"
7752,0.0004815118726270454,"frozenset({24834, 22031})"
7753,0.0004500954003173997,"frozenset({24834, 4917})"
7754,0.0005878924026260438,"frozenset({24834, 28198})"
7755,0.00028399246751194604,"frozenset({19656, 24834})"
7756,0.0005129283449366911,"frozenset({24834, 17790})"
7757,0.0004090362483879617,"frozenset({43952, 24834})"
7758,0.0003368716783301616,"frozenset({24834, 21934})"
7759,0.00039752724368046774,"frozenset({24834, 31500})"
7760,0.0002849256300557969,"frozenset({9072, 24834})"
7761,0.00046440389265644627,"frozenset({24834, 21899, 47198})"
7762,0.0005847818608132076,"frozenset({24834, 21899, 13172})"
7763,0.0005608306888543687,"frozenset({24848, 24834, 21899})"
7764,0.0008267820138518648,"frozenset({24834, 13172, 47198})"
7765,0.000334072190698609,"frozenset({24848, 24834, 47198})"
7766,0.00046284862175002817,"frozenset({24834, 21133, 47198})"
7767,0.0005785607771875352,"frozenset({24834, 13172, 21133})"
7768,0.00041681260292005223,"frozenset({24834, 21899, 21133})"
7769,0.0004600491341184756,"frozenset({24848, 24834, 21133})"
7770,0.00031074312710233743,"frozenset({24848, 24834, 47615})"
7771,0.00023515696105041753,"frozenset({24834, 13172, 47615})"
7772,0.00025039861593331497,"frozenset({24834, 21899, 47615})"
7773,0.00020249627201563732,"frozenset({24834, 26204, 47615})"
7774,0.00023546801523170114,"frozenset({24834, 13172, 37639})"
7775,0.0003474475204938047,"frozenset({5873, 24834, 13172})"
7776,0.00022986903996859598,"frozenset({5873, 24834, 21899})"
7777,0.0003231852943536823,"frozenset({5873, 24834, 47198})"
7778,0.00021058368072901146,"frozenset({5873, 24834, 21133})"
7779,0.0002643960540910779,"frozenset({24834, 22931, 13172})"
7780,0.0002317353650562977,"frozenset({24834, 22931, 21899})"
7781,0.0002301800941498796,"frozenset({24834, 22931, 47198})"
7782,0.00024324436976379168,"frozenset({30385, 24834, 13172})"
7783,0.00020778419309745887,"frozenset({30385, 24834, 21899})"
7784,0.00022395901052420716,"frozenset({30385, 24834, 47198})"
7785,0.00023671223195683564,"frozenset({24834, 21899, 26204})"
7786,0.00025288704938358395,"frozenset({24848, 24834, 26204})"
7787,0.0002447996406702098,"frozenset({24834, 26204, 47198})"
7788,0.00026501816245364516,"frozenset({13172, 24834, 26204})"
7789,0.00027092819189803395,"frozenset({24834, 13172, 44998})"
7790,0.00021058368072901146,"frozenset({47198, 24834, 44998})"
7791,0.0002245811188867744,"frozenset({24834, 21899, 44998})"
7792,0.00023204641923758133,"frozenset({24960, 24834, 13172})"
7793,0.00020000783856536836,"frozenset({24960, 24834, 47198})"
7794,0.00021338316836056406,"frozenset({24960, 24834, 21899})"
7795,0.0002715503002606012,"frozenset({24834, 13172, 19053})"
7796,0.0002037404887407718,"frozenset({24848, 16793, 24834})"
7797,0.00027870454643012446,"frozenset({8273, 24834, 13172})"
7798,0.0003266068903478021,"frozenset({24834, 47755, 21899})"
7799,0.0002566196995589874,"frozenset({24834, 47755, 13172})"
7800,0.00020840630146002611,"frozenset({24834, 47755, 21133})"
7801,0.0004385863956099057,"frozenset({24848, 24834, 47755})"
7802,0.00021742687271725112,"frozenset({24834, 39267, 13172})"
7803,0.00039223932259864616,"frozenset({27960, 24834, 47198})"
7804,0.0005241262954629015,"frozenset({27960, 24834, 13172})"
7805,0.00038290769716013755,"frozenset({27960, 24834, 21133})"
7806,0.00028305930496809516,"frozenset({27960, 24848, 24834})"
7807,0.00026035234973439085,"frozenset({27960, 24834, 21899})"
7808,0.00020622892219104077,"frozenset({24848, 24834, 49671})"
7809,0.00022769166069961063,"frozenset({24848, 24834, 28198})"
7810,0.0008833938748454838,"frozenset({21899, 33748})"
7811,0.0002407559363135227,"frozenset({24834, 33748})"
7812,0.0027413204996525526,"frozenset({24848, 33748})"
7813,0.0006087330327720464,"frozenset({27081, 33748})"
7814,0.0006015787866025231,"frozenset({16793, 33748})"
7815,0.00048524452280244887,"frozenset({45057, 33748})"
7816,0.00040716992330025995,"frozenset({39267, 33748})"
7817,0.00029550147221944,"frozenset({33748, 22821})"
7818,0.0003082546936520685,"frozenset({33748, 39869})"
7819,0.00021960425198623646,"frozenset({33748, 46895})"
7820,0.0009039234508102028,"frozenset({33748, 47198})"
7821,0.0006317510421870344,"frozenset({33748, 47615})"
7822,0.0002420001530386572,"frozenset({33748, 25885})"
7823,0.0002214705770739382,"frozenset({28979, 33748})"
7824,0.0014563556767699139,"frozenset({33748, 21133})"
7825,0.0007085814249640888,"frozenset({27960, 33748})"
7826,0.0005250594580067523,"frozenset({33748, 44623})"
7827,0.00048213398098961266,"frozenset({33748, 49671})"
7828,0.0003567791459323134,"frozenset({5873, 33748})"
7829,0.0003244295110788168,"frozenset({33748, 26599})"
7830,0.0002538202119274348,"frozenset({21705, 33748})"
7831,0.0005508769550532929,"frozenset({33748, 26204})"
7832,0.0003645555004644039,"frozenset({43952, 33748})"
7833,0.0002566196995589874,"frozenset({27339, 33748})"
7834,0.0015238544341084595,"frozenset({13172, 33748})"
7835,0.0004724913013698204,"frozenset({33748, 37639})"
7836,0.00037295396335906166,"frozenset({40698, 33748})"
7837,0.00024262226140122443,"frozenset({33748, 17790})"
7838,0.00023795644868197013,"frozenset({27099, 33748})"
7839,0.0004189899821890376,"frozenset({33748, 4917})"
7840,0.00026750659590391414,"frozenset({4602, 33748})"
7841,0.0002497765075707477,"frozenset({34963, 33748})"
7842,0.0007490184685309595,"frozenset({33748, 28198})"
7843,0.00036424444628312027,"frozenset({33748, 35215})"
7844,0.0002612855122782417,"frozenset({28193, 33748})"
7845,0.0008221162011326105,"frozenset({47755, 33748})"
7846,0.0004964424733286592,"frozenset({49224, 33748})"
7847,0.0007350210303731966,"frozenset({33748, 27839})"
7848,0.0002923909304066038,"frozenset({38681, 33748})"
7849,0.00038073031789115217,"frozenset({22931, 33748})"
7850,0.00026626237917877965,"frozenset({33748, 41942})"
7851,0.00023142431087501408,"frozenset({24180, 33748})"
7852,0.00021524949344826577,"frozenset({33748, 21934})"
7853,0.0002140052767231313,"frozenset({8514, 33748})"
7854,0.00023888961122582098,"frozenset({10745, 33748})"
7855,0.00023142431087501408,"frozenset({21612, 33748})"
7856,0.0004283216076275462,"frozenset({42257, 33748})"
7857,0.0003583344168387315,"frozenset({5074, 33748})"
7858,0.0002286248232434615,"frozenset({43114, 33748})"
7859,0.0005701623142928775,"frozenset({33748, 22031})"
7860,0.00026688448754134687,"frozenset({46968, 33748})"
7861,0.00021898214362366924,"frozenset({33748, 5447})"
7862,0.0005001751235040627,"frozenset({33748, 5782})"
7863,0.0005001751235040627,"frozenset({8273, 33748})"
7864,0.00047435762645752215,"frozenset({30483, 33748})"
7865,0.0003222521318098314,"frozenset({7777, 33748})"
7866,0.00036984342154622546,"frozenset({24960, 33748})"
7867,0.0004233447407270083,"frozenset({33748, 19053})"
7868,0.00025164283265844946,"frozenset({30385, 33748})"
7869,0.00025350915774615117,"frozenset({39920, 33748})"
7870,0.00023888961122582098,"frozenset({33748, 42820})"
7871,0.00021524949344826577,"frozenset({33748, 33725})"
7872,0.00023733434031940288,"frozenset({41779, 33748})"
7873,0.0003362495699675944,"frozenset({33748, 44998})"
7874,0.00020280732619692093,"frozenset({8170, 33748})"
7875,0.0002214705770739382,"frozenset({33748, 44350})"
7876,0.0003228742401723987,"frozenset({24848, 21899, 33748})"
7877,0.0002242700647054908,"frozenset({21899, 33748, 21133})"
7878,0.00021462738508569855,"frozenset({24848, 27081, 33748})"
7879,0.00026532921663492877,"frozenset({24848, 16793, 33748})"
7880,0.0002214705770739382,"frozenset({24848, 45057, 33748})"
7881,0.0002584860246466891,"frozenset({24848, 33748, 47198})"
7882,0.00025630864537770377,"frozenset({33748, 21133, 47198})"
7883,0.0002967456889445745,"frozenset({13172, 33748, 47198})"
7884,0.0002550644286525693,"frozenset({24848, 33748, 47615})"
7885,0.00047746816827035836,"frozenset({24848, 33748, 21133})"
7886,0.0003496248997627901,"frozenset({13172, 33748, 21133})"
7887,0.0002491543992081805,"frozenset({27960, 33748, 21133})"
7888,0.00020747313891617526,"frozenset({27960, 24848, 33748})"
7889,0.00022644744397447614,"frozenset({27960, 33748, 13172})"
7890,0.0002270695523370434,"frozenset({24848, 33748, 49671})"
7891,0.00020996157236644422,"frozenset({24848, 33748, 26204})"
7892,0.00040250411058100565,"frozenset({24848, 33748, 28198})"
7893,0.00037855293862216685,"frozenset({24848, 47755, 33748})"
7894,0.00025444232029000205,"frozenset({24848, 33748, 27839})"
7895,0.0009546252823594331,"frozenset({17457, 21899})"
7896,0.0007785686157529035,"frozenset({17457, 47615})"
7897,0.0007263115132972552,"frozenset({17457, 47198})"
7898,0.0003471364663125211,"frozenset({17457, 49671})"
7899,0.0002640849999097943,"frozenset({17457, 16793})"
7900,0.0005546096052286963,"frozenset({17457, 26204})"
7901,0.0002052957596471899,"frozenset({17457, 18461})"
7902,0.0005182162660185127,"frozenset({17457, 22931})"
7903,0.00028710300932478224,"frozenset({17457, 27099})"
7904,0.000948093144552477,"frozenset({24848, 17457})"
7905,0.000884949145751902,"frozenset({17457, 47755})"
7906,0.0003213189692659806,"frozenset({17457, 8514})"
7907,0.00026159656645952534,"frozenset({17457, 5873})"
7908,0.0002612855122782417,"frozenset({17457, 17790})"
7909,0.00020187416365307007,"frozenset({17457, 34963})"
7910,0.0009760880208680029,"frozenset({17457, 21133})"
7911,0.00020996157236644422,"frozenset({17457, 39869})"
7912,0.0003222521318098314,"frozenset({46968, 17457})"
7913,0.00030358888093281414,"frozenset({17457, 45057})"
7914,0.00027590505879857187,"frozenset({17457, 37639})"
7915,0.0010722037628846418,"frozenset({17457, 13172})"
7916,0.0003838408597039884,"frozenset({17457, 27839})"
7917,0.00023422379850656668,"frozenset({17457, 4917})"
7918,0.0002155605476295494,"frozenset({17457, 33725})"
7919,0.00020249627201563732,"frozenset({17457, 9835})"
7920,0.00026377394572851066,"frozenset({17457, 4602})"
7921,0.0004193010363703212,"frozenset({17457, 10745})"
7922,0.00040841414002539445,"frozenset({17457, 40698})"
7923,0.0002628407831846598,"frozenset({17457, 21612})"
7924,0.0004945761482409575,"frozenset({17457, 44998})"
7925,0.0003620670670141349,"frozenset({17457, 39267})"
7926,0.00030763258528950123,"frozenset({17457, 48668})"
7927,0.00043329847452808413,"frozenset({27960, 17457})"
7928,0.0003393601117804306,"frozenset({17457, 31711})"
7929,0.00025319810356486756,"frozenset({34120, 17457})"
7930,0.0003434038161371177,"frozenset({8273, 17457})"
7931,0.00048493346862116526,"frozenset({24960, 17457})"
7932,0.00029207987622532016,"frozenset({17457, 30385})"
7933,0.0003318948114296237,"frozenset({17457, 42257})"
7934,0.0002258253356119089,"frozenset({17457, 41942})"
7935,0.00020249627201563732,"frozenset({17457, 8420})"
7936,0.00021524949344826577,"frozenset({17457, 44350})"
7937,0.00028461457587451326,"frozenset({17457, 28979})"
7938,0.00024604385739534427,"frozenset({17457, 19053})"
7939,0.00028212614242424433,"frozenset({17457, 21934})"
7940,0.00021618265599211665,"frozenset({17457, 21899, 21133})"
7941,0.0002171158185359675,"frozenset({17457, 21899, 13172})"
