,support,itemsets
17938,0.0002121389516354,"frozenset({8273, 780})"
17939,0.0003253626736226,"frozenset({780, 27839})"
17940,0.000204051542922,"frozenset({24960, 780})"
17941,0.0002261363897931,"frozenset({47755, 780})"
17944,0.0002587970788279,"frozenset({9930, 13172})"
17945,0.0002494654533894,"frozenset({24848, 9930})"
17946,0.0002712392460793,"frozenset({9930, 21133})"
17947,0.000204051542922,"frozenset({2297, 13172})"
17950,0.0003213189692659,"frozenset({38920, 43344})"
17951,0.0002787045464301,"frozenset({38920, 43146})"
17952,0.0003555349292071,"frozenset({38920, 16793})"
17953,0.0004292547701713,"frozenset({38920, 12337})"
17954,0.0002108947349102,"frozenset({38920, 35555})"
17956,0.0002811929798803,"frozenset({38920, 49224})"
17957,0.0003337611365173,"frozenset({38920, 32472})"
17960,0.0003178973732718,"frozenset({20936, 6181})"
17961,0.0004292547701713,"frozenset({20936, 16793})"
17962,0.0003359385157863,"frozenset({20936, 43344})"
17963,0.000331272703067,"frozenset({20936, 12337})"
17964,0.0005403011128896,"frozenset({20936, 13172})"
17965,0.0002398227737696,"frozenset({20936, 8567})"
17966,0.00020840630146,"frozenset({20936, 13571})"
17967,0.0004609822966623,"frozenset({24848, 29121})"
17968,0.0002510207242958,"frozenset({29121, 47755})"
17969,0.0004084141400253,"frozenset({29121, 21899})"
17970,0.000335627461605,"frozenset({29121, 47198})"
17971,0.0003073215311082,"frozenset({29121, 21133})"
17972,0.0002012520552905,"frozenset({27960, 29121})"
17973,0.0004653370552002,"frozenset({29121, 13172})"
17974,0.0002071620847348,"frozenset({29121, 47615})"
17975,0.0002065399763723,"frozenset({29121, 26204})"
17976,0.0002388896112258,"frozenset({10469, 6181})"
17977,0.0002323574734188,"frozenset({13571, 10469})"
17978,0.0002373343403194,"frozenset({6181, 13038})"
17979,0.0002143163309044,"frozenset({195, 13038})"
17980,0.0002581749704654,"frozenset({31753, 13038})"
17981,0.0002068510305536,"frozenset({17203, 13172})"
18047,0.0006096661953158,"frozenset({5873, 20110})"
18048,0.000331272703067,"frozenset({35945, 20110})"
18052,0.0002923909304066,"frozenset({9072, 20110})"
18056,0.0003216300234472,"frozenset({43952, 20110})"
18058,0.0003430927619558,"frozenset({30483, 20110})"
18060,0.0003850850764291,"frozenset({27515, 20110})"
18061,0.0002889693344124,"frozenset({27081, 20110})"
18065,0.0005686070433864,"frozenset({20110, 41942})"
18067,0.0003661107713708,"frozenset({20110, 37639})"
18071,0.0003409153826868,"frozenset({19053, 20110})"
18072,0.0004357869079783,"frozenset({20110, 28198})"
18074,0.0006473037512512,"frozenset({20110, 27839})"
18075,0.0003769976677157,"frozenset({39869, 20110})"
18076,0.0003331390281547,"frozenset({49224, 20110})"
18078,0.0002696839751728,"frozenset({8170, 20110})"
18082,0.0005617638513982,"frozenset({27960, 20110})"
18083,0.0003732650175403,"frozenset({20110, 5447})"
18086,0.0002507096701145,"frozenset({24834, 20110})"
18087,0.0004454295875981,"frozenset({4917, 20110})"
18088,0.0002656402708162,"frozenset({20110, 22031})"
18089,0.0002920798762253,"frozenset({39920, 20110})"
18090,0.0002367122319568,"frozenset({22821, 20110})"
18092,0.000633928421456,"frozenset({20110, 44350})"
18093,0.0005144836158431,"frozenset({30385, 20110})"
18096,0.0003057662602017,"frozenset({33725, 20110})"
18097,0.0002995451765761,"frozenset({20110, 26599})"
18098,0.0002849256300557,"frozenset({20110, 35215})"
18099,0.0005154167783869,"frozenset({48668, 20110})"
18100,0.0003076325852895,"frozenset({5074, 20110})"
18101,0.0004242779032708,"frozenset({20110, 44623})"
18103,0.0004451185334168,"frozenset({8273, 20110})"
18104,0.0004202341989141,"frozenset({42257, 20110})"
18105,0.0004385863956099,"frozenset({39267, 20110})"
18106,0.0004224115781831,"frozenset({31500, 20110})"
18220,0.0003306505947044,"frozenset({26204, 37758})"
18221,0.0003057662602017,"frozenset({47755, 37758})"
18223,0.0003869514015168,"frozenset({21899, 37758})"
18225,0.000523193132919,"frozenset({13172, 37758})"
18226,0.0003925503767799,"frozenset({27960, 37758})"
18227,0.0002158716018108,"frozenset({5074, 37758})"
18228,0.000204051542922,"frozenset({40698, 37758})"
18230,0.0002012520552905,"frozenset({42257, 37758})"
18231,0.0004081030858441,"frozenset({37758, 47198})"
18232,0.0002631518373659,"frozenset({37758, 27839})"
18233,0.0002699950293541,"frozenset({37758, 49671})"
18234,0.0002087173556413,"frozenset({37758, 26599})"
18235,0.0003850850764291,"frozenset({4917, 37758})"
18236,0.000201874163653,"frozenset({37758, 44623})"
18237,0.0002171158185359,"frozenset({30483, 37758})"
18238,0.0002267584981557,"frozenset({8273, 37758})"
18239,0.0002553754828338,"frozenset({39267, 37758})"
18241,0.0003241184568975,"frozenset({37758, 28198})"
18242,0.0002401338279509,"frozenset({4602, 37758})"
18243,0.0002155605476295,"frozenset({37758, 37639})"
18244,0.0002059178680097,"frozenset({41779, 37758})"
18245,0.0003797971553473,"frozenset({37758, 47615})"
18250,0.0005776276146436,"frozenset({26204, 10013})"
18252,0.0002802598173365,"frozenset({10013, 31711})"
18253,0.0002625297290033,"frozenset({5873, 10013})"
18255,0.0004180568196451,"frozenset({10013, 27839})"
18256,0.0002220926854365,"frozenset({10013, 41942})"
18257,0.0005785607771875,"frozenset({10013, 47615})"
18259,0.000222714793799,"frozenset({10013, 28198})"
18260,0.0002130721141792,"frozenset({10013, 4917})"
18263,0.0004413858832414,"frozenset({10013, 44998})"
18264,0.0003300284863419,"frozenset({10013, 49671})"
18265,0.00026657343336,"frozenset({8514, 10013})"
18266,0.0002276916606996,"frozenset({28979, 10013})"
18267,0.0002267584981557,"frozenset({42257, 10013})"
18268,0.0002211595228926,"frozenset({48668, 10013})"
18269,0.0002133831683605,"frozenset({10013, 37639})"
18270,0.0002379564486819,"frozenset({30385, 10013})"
18271,0.000337804840874,"frozenset({27960, 10013})"
18272,0.0002360901235942,"frozenset({45057, 10013})"
18273,0.0002628407831846,"frozenset({27099, 10013})"
18274,0.0003424706535932,"frozenset({22931, 10013})"
18275,0.000262218674822,"frozenset({10013, 25885})"
18276,0.0002721724086231,"frozenset({40698, 10013})"
18277,0.0003757534509906,"frozenset({24960, 10013})"
18278,0.0002071620847348,"frozenset({34963, 10013})"
18279,0.0002441775323076,"frozenset({10013, 17790})"
18280,0.0002052957596471,"frozenset({8273, 10013})"
18281,0.0002718613544418,"frozenset({16793, 10013})"
18282,0.000349935953944,"frozenset({46968, 10013})"
18283,0.0002342237985065,"frozenset({21612, 10013})"
18284,0.0002099615723664,"frozenset({39267, 10013})"
18285,0.0002024962720156,"frozenset({10013, 19053})"
18290,0.0002012520552905,"frozenset({43386, 47755})"
18291,0.0004348537454345,"frozenset({43386, 21133})"
18292,0.000285236684237,"frozenset({43386, 47198})"
18293,0.0005617638513982,"frozenset({43386, 13172})"
18294,0.0002836814133306,"frozenset({43386, 21899})"
18295,0.0005017303944104,"frozenset({24848, 43386})"
18299,0.0003374937866927,"frozenset({30227, 6043})"
18300,0.000308254693652,"frozenset({8514, 6043})"
18301,0.0002936351471317,"frozenset({6043, 38285})"
18302,0.0002905246053189,"frozenset({6043, 44350})"
18303,0.000264396054091,"frozenset({6043, 31711})"
18304,0.00020840630146,"frozenset({6043, 22031})"
18305,0.0003166531565467,"frozenset({6043, 5447})"
18306,0.0002575528621028,"frozenset({6043, 4917})"
18307,0.0004500954003173,"frozenset({5873, 6043})"
18308,0.0005319026499949,"frozenset({24960, 6043})"
18309,0.0003822855887975,"frozenset({40698, 6043})"
18310,0.0003676660422772,"frozenset({6043, 17790})"
18311,0.0003222521318098,"frozenset({30483, 6043})"
18312,0.0002855477384183,"frozenset({6043, 21612})"
18313,0.0002395117195883,"frozenset({27081, 6043})"
18314,0.0002348459068691,"frozenset({6043, 5782})"
18317,0.0005446558714276,"frozenset({6043, 44998})"
18318,0.0002762161129798,"frozenset({8273, 6043})"
18319,0.0005014193402291,"frozenset({4602, 6043})"
18320,0.0003636223379205,"frozenset({6043, 27099})"
18321,0.0002603523497343,"frozenset({28979, 6043})"
18322,0.0002096505181851,"frozenset({5074, 6043})"
18324,0.0002712392460793,"frozenset({46656, 6043})"
18325,0.0003368716783301,"frozenset({30385, 6043})"
18326,0.0003063883685643,"frozenset({6043, 27839})"
18327,0.0002606634039156,"frozenset({6043, 37639})"
18328,0.000479334493358,"frozenset({6043, 24180})"
18329,0.000398149352043,"frozenset({46968, 6043})"
18330,0.0003695323673649,"frozenset({16793, 6043})"
18332,0.0005455890339714,"frozenset({27960, 6043})"
18333,0.0005259926205506,"frozenset({6043, 22931})"
18334,0.0002080952472787,"frozenset({42257, 6043})"
18335,0.0003337611365173,"frozenset({6043, 21934})"
18336,0.0002942572554943,"frozenset({6043, 41942})"
18337,0.0002591081330092,"frozenset({32649, 6043})"
18338,0.0002482212366643,"frozenset({6043, 8420})"
18339,0.000210583680729,"frozenset({45057, 6043})"
18340,0.00052101575365,"frozenset({6043, 47615})"
18341,0.0003194526441782,"frozenset({6043, 49671})"
18342,0.0003860182389729,"frozenset({6043, 28198})"
18343,0.0002021852178343,"frozenset({6043, 39267})"
18344,0.0002983009598509,"frozenset({34120, 6043})"
18345,0.0002028073261969,"frozenset({6043, 28836})"
18346,0.0002003188927466,"frozenset({6043, 44623})"
18347,0.000222714793799,"frozenset({6043, 34963})"
18348,0.0002373343403194,"frozenset({43952, 6043})"
18355,0.000877483845401,"frozenset({24848, 13729})"
18356,0.0003732650175403,"frozenset({13729, 21899})"
18357,0.0003278511070729,"frozenset({13729, 47755})"
18358,0.0003113652354649,"frozenset({13729, 13172})"
18359,0.0002516428326584,"frozenset({13729, 21133})"
18360,0.0002348459068691,"frozenset({13729, 17790})"
18361,0.0004205452530954,"frozenset({13729, 47615})"
18362,0.0002790156006114,"frozenset({13729, 49671})"
18363,0.0002077841930974,"frozenset({24960, 13729})"
18364,0.0002911467136814,"frozenset({13729, 26204})"
18365,0.0002332906359627,"frozenset({13729, 16793})"
18366,0.0002382675028632,"frozenset({13729, 44998})"
18367,0.0003306505947044,"frozenset({13729, 4602})"
18368,0.0002525759952023,"frozenset({12504, 16793})"
18369,0.0004161904945574,"frozenset({12504, 24848})"
18370,0.0004105915192943,"frozenset({24848, 286})"
18371,0.0006074888160469,"frozenset({24848, 15420})"
18372,0.0005577201470415,"frozenset({49224, 1939})"
18373,0.0002015631094717,"frozenset({1939, 47133})"
18374,0.0013838800525308,"frozenset({24848, 1939})"
18375,0.0006301957712806,"frozenset({1939, 21133})"
18376,0.0003732650175403,"frozenset({27960, 1939})"
18377,0.0003418485452306,"frozenset({1939, 21899})"
18378,0.0002031183803782,"frozenset({1939, 9383})"
18379,0.0002348459068691,"frozenset({7777, 1939})"
18380,0.0002021852178343,"frozenset({1939, 34963})"
18381,0.0004295658243526,"frozenset({1939, 47755})"
18382,0.0002973677973071,"frozenset({1939, 26204})"
18383,0.000454139104674,"frozenset({1939, 47615})"
18384,0.0002783934922488,"frozenset({1939, 47198})"
18385,0.0002983009598509,"frozenset({9072, 1939})"
18386,0.0002528870493835,"frozenset({1939, 49671})"
18387,0.0003965940811366,"frozenset({16793, 1939})"
18388,0.000360822850289,"frozenset({5074, 1939})"
18389,0.0003306505947044,"frozenset({1939, 39267})"
18390,0.0009608463659851,"frozenset({1939, 13172})"
18391,0.0003496248997627,"frozenset({1939, 28198})"
18392,0.0002093394640038,"frozenset({43344, 1939})"
18393,0.0002289358774247,"frozenset({1939, 4917})"
18394,0.000275282950436,"frozenset({1939, 27839})"
18395,0.0002121389516354,"frozenset({43952, 1939})"
18396,0.0002124500058167,"frozenset({1939, 25142})"
18398,0.0004479180210484,"frozenset({43952, 38681})"
18399,0.0004171236571013,"frozenset({38681, 33725})"
18402,0.0003819745346162,"frozenset({46968, 38681})"
18407,0.000349935953944,"frozenset({38681, 43114})"
18409,0.0004976866900537,"frozenset({38681, 30385})"
18410,0.0002930130387691,"frozenset({38681, 48668})"
18414,0.0003210079150846,"frozenset({38681, 9835})"
18415,0.0003135426147338,"frozenset({38681, 27151})"
18416,0.0002295579857873,"frozenset({38681, 31500})"
18418,0.0003636223379205,"frozenset({42728, 38681})"
18419,0.0003676660422772,"frozenset({38681, 10745})"
18422,0.0005888255651698,"frozenset({8273, 38681})"
18423,0.0003860182389729,"frozenset({38681, 5074})"
18426,0.000314786831459,"frozenset({38681, 27339})"
18427,0.0003738871259029,"frozenset({38681, 21612})"
18429,0.000610910412041,"frozenset({38681, 22931})"
18430,0.000333450082336,"frozenset({38681, 8420})"
18431,0.0002942572554943,"frozenset({38681, 39869})"
18432,0.0004528948879489,"frozenset({38681, 39267})"
18433,0.000402504110581,"frozenset({38681, 25885})"
18434,0.0002889693344124,"frozenset({38681, 28193})"
18435,0.0004444964250542,"frozenset({38681, 27081})"
18436,0.0004046814898499,"frozenset({38681, 41942})"
18437,0.000289591442775,"frozenset({38681, 4796})"
18438,0.0003306505947044,"frozenset({38681, 44623})"
18440,0.0004675144344692,"frozenset({38681, 19053})"
18442,0.0002983009598509,"frozenset({38681, 34963})"
18443,0.0002986120140322,"frozenset({34120, 38681})"
18444,0.0005459000881527,"frozenset({38681, 44998})"
18445,0.0002559975911964,"frozenset({38681, 5447})"
18447,0.0004821339809896,"frozenset({49224, 38681})"
18448,0.0002986120140322,"frozenset({38681, 26599})"
18449,0.0003552238750258,"frozenset({38681, 31711})"
18450,0.0002071620847348,"frozenset({38681, 28836})"
18451,0.0003611339044702,"frozenset({38681, 4602})"
18452,0.0002930130387691,"frozenset({38681, 21934})"
18453,0.0002743497878921,"frozenset({38681, 24180})"
18454,0.0003241184568975,"frozenset({38681, 28979})"
18455,0.0004892882271591,"frozenset({38681, 27099})"
18456,0.0003315837572483,"frozenset({38681, 44350})"
18457,0.0003262958361665,"frozenset({38681, 5873})"
18459,0.0004519617254051,"frozenset({38681, 17790})"
18460,0.0002659513249974,"frozenset({38681, 35945})"
18461,0.0003362495699675,"frozenset({39920, 38681})"
18462,0.0003527354415756,"frozenset({38681, 46895})"
18463,0.000377308721897,"frozenset({38681, 8514})"
18464,0.0002360901235942,"frozenset({46656, 38681})"
18465,0.0002796377089739,"frozenset({38681, 18461})"
18466,0.0004161904945574,"frozenset({38681, 22821})"
18467,0.0002087173556413,"frozenset({38681, 35215})"
18499,0.0003399822201429,"frozenset({13172, 3396})"
18500,0.00022053741453,"frozenset({3396, 47198})"
18501,0.0002124500058167,"frozenset({3396, 21133})"
18502,0.0003343832448798,"frozenset({24848, 21951})"
18503,0.000771103315402,"frozenset({46643, 13172})"
18506,0.0005350131918078,"frozenset({46643, 47615})"
18507,0.0004709360304634,"frozenset({46643, 21133})"
18508,0.0003309616488857,"frozenset({46643, 49671})"
18509,0.0002065399763723,"frozenset({46643, 21612})"
18510,0.0005994014073335,"frozenset({46643, 21899})"
18511,0.0002416890988573,"frozenset({16793, 46643})"
18512,0.0002597302413718,"frozenset({46643, 44998})"
18513,0.0002699950293541,"frozenset({27960, 46643})"
18514,0.0002289358774247,"frozenset({46643, 39267})"
18515,0.0003496248997627,"frozenset({46643, 26204})"
18516,0.0002491543992081,"frozenset({46643, 27839})"
18517,0.0005141725616618,"frozenset({46643, 47198})"
18518,0.0002068510305536,"frozenset({45057, 46643})"
18519,0.0003287842696167,"frozenset({46643, 22931})"
18520,0.0002612855122782,"frozenset({24960, 46643})"
18521,0.0002000078385653,"frozenset({46643, 28198})"
18522,0.0002354680152317,"frozenset({40698, 46643})"
18525,0.0007057819373325,"frozenset({24848, 11418})"
18526,0.0005076404238548,"frozenset({11418, 47198})"
18527,0.0004721802471885,"frozenset({27960, 11418})"
18528,0.0003558459833884,"frozenset({11418, 27839})"
18530,0.0002099615723664,"frozenset({11418, 1462})"
18531,0.0003035888809328,"frozenset({11418, 22931})"
18532,0.0003648665546456,"frozenset({11418, 21899})"
18533,0.0002242700647054,"frozenset({24960, 11418})"
18534,0.0002071620847348,"frozenset({11418, 44998})"
18535,0.0002155605476295,"frozenset({11418, 26204})"
18536,0.0002037404887407,"frozenset({11418, 22031})"
18537,0.0002255142814306,"frozenset({5873, 11418})"
18539,0.0003692213131836,"frozenset({46216, 13172})"
18540,0.0004429411541478,"frozenset({46216, 24848})"
18541,0.0003206968609034,"frozenset({46216, 47198})"
18542,0.0003001672849386,"frozenset({46216, 21133})"
18543,0.0002525759952023,"frozenset({46216, 26204})"
18544,0.0002345348526878,"frozenset({46216, 27960})"
18545,0.0002220926854365,"frozenset({46216, 21899})"
18546,0.0002202263603488,"frozenset({5435, 13172})"
18547,0.0002080952472787,"frozenset({5435, 21899})"
18548,0.0002000078385653,"frozenset({5435, 47198})"
18549,0.000310432072921,"frozenset({24848, 5435})"
18550,0.0002012520552905,"frozenset({5435, 21133})"
18551,0.0002420001530386,"frozenset({24848, 47982})"
18555,0.0004037483273061,"frozenset({39267, 9383})"
18556,0.0002793266547926,"frozenset({27081, 9383})"
18557,0.0002211595228926,"frozenset({22821, 9383})"
18560,0.0003393601117804,"frozenset({28979, 9383})"
18561,0.0002559975911964,"frozenset({17790, 9383})"
18562,0.0010376767487621,"frozenset({13172, 9383})"
18564,0.000316964210728,"frozenset({27960, 9383})"
18566,0.0003468254121312,"frozenset({29481, 9383})"
18567,0.0003138536689151,"frozenset({28193, 9383})"
18568,0.0004410748290601,"frozenset({43344, 9383})"
18569,0.0003713986924526,"frozenset({42257, 9383})"
18570,0.0003695323673649,"frozenset({49224, 9383})"
18571,0.0002273806065183,"frozenset({12337, 9383})"
18574,0.0003343832448798,"frozenset({23905, 9383})"
18575,0.0002460438573953,"frozenset({44350, 9383})"
18576,0.0002239590105242,"frozenset({22931, 9383})"
18577,0.0002177379268985,"frozenset({5873, 9383})"
18578,0.0003266068903478,"frozenset({34963, 9383})"
18579,0.0002273806065183,"frozenset({24960, 9383})"
18580,0.0004308100410778,"frozenset({47198, 9383})"
18581,0.0002640849999097,"frozenset({21612, 9383})"
18583,0.0003088768020146,"frozenset({44998, 9383})"
18584,0.0003760645051718,"frozenset({44133, 9383})"
18585,0.0003402932743242,"frozenset({15286, 9383})"
18586,0.0003654886630082,"frozenset({5074, 9383})"
18587,0.0002121389516354,"frozenset({34352, 9383})"
18588,0.0003502470081253,"frozenset({9383, 26599})"
18589,0.0002833703591493,"frozenset({24180, 9383})"
18592,0.0002118278974541,"frozenset({9383, 35215})"
18593,0.0003589565252012,"frozenset({9383, 27839})"
18594,0.0003287842696167,"frozenset({9383, 37639})"
18595,0.0004074809774815,"frozenset({4602, 9383})"
18596,0.0002367122319568,"frozenset({9383, 46895})"
18597,0.0002699950293541,"frozenset({40698, 9383})"
18598,0.0002420001530386,"frozenset({19053, 9383})"
18599,0.0002140052767231,"frozenset({9383, 31711})"
18600,0.0002410669904948,"frozenset({25885, 9383})"
18601,0.0002426222614012,"frozenset({9383, 5447})"
18602,0.0002547533744712,"frozenset({8420, 9383})"
18603,0.000308254693652,"frozenset({9383, 44623})"
18604,0.0002559975911964,"frozenset({28836, 9383})"
18605,0.0002360901235942,"frozenset({27099, 9383})"
18606,0.0003154089398215,"frozenset({46968, 9383})"
18607,0.0002416890988573,"frozenset({30483, 9383})"
18608,0.0002429333155825,"frozenset({20110, 9383})"
18609,0.0002650181624536,"frozenset({43952, 9383})"
18610,0.0002531981035648,"frozenset({21934, 9383})"
18611,0.0002245811188867,"frozenset({8273, 9383})"
18627,0.0004193010363703,"frozenset({21284, 4917})"
18631,0.0002342237985065,"frozenset({45057, 21284})"
18633,0.0002768382213424,"frozenset({42257, 21284})"
18635,0.0002678176500851,"frozenset({21284, 49671})"
18637,0.0003987714604056,"frozenset({27960, 21284})"
18638,0.0003754423968093,"frozenset({21284, 47615})"
18639,0.0002392006654071,"frozenset({21284, 27839})"
18640,0.0004721802471885,"frozenset({47755, 21284})"
18641,0.0006473037512512,"frozenset({21899, 21284})"
18642,0.0002006299469279,"frozenset({21284, 47198})"
18643,0.0002463549115766,"frozenset({21284, 26204})"
18657,0.0003135426147338,"frozenset({12337, 31799})"
18658,0.0003437148703184,"frozenset({43344, 31799})"
18659,0.0002463549115766,"frozenset({24848, 31799})"
18660,0.0002538202119274,"frozenset({47755, 31799})"
18661,0.000222714793799,"frozenset({21133, 31799})"
18662,0.0003465143579499,"frozenset({16793, 31799})"
18663,0.0003567791459323,"frozenset({21899, 31799})"
18664,0.0003303395405232,"frozenset({13172, 31799})"
18665,0.0002339127443252,"frozenset({30821, 31799})"
18666,0.0002615965664595,"frozenset({31799, 8567})"
18667,0.0007017382329758,"frozenset({12337, 27839})"
18669,0.0002973677973071,"frozenset({12337, 21612})"
18670,0.0003533575499381,"frozenset({12337, 37639})"
18671,0.000293946201313,"frozenset({12337, 10745})"
18673,0.0004208563072767,"frozenset({12337, 26599})"
18676,0.0005281699998195,"frozenset({12337, 26204})"
18677,0.0003275400528916,"frozenset({12337, 47615})"
18678,0.0002174268727172,"frozenset({12337, 45057})"
18680,0.0005521211717784,"frozenset({12337, 4917})"
18681,0.0005076404238548,"frozenset({9072, 12337})"
18683,0.0003063883685643,"frozenset({19656, 12337})"
18684,0.0006012677324212,"frozenset({12337, 42257})"
18685,0.0004373421788847,"frozenset({49224, 12337})"
18687,0.0002345348526878,"frozenset({12337, 39869})"
18689,0.0005325247583575,"frozenset({12337, 44998})"
18690,0.0004121467902007,"frozenset({12337, 30483})"
18691,0.0003863292931542,"frozenset({12337, 22931})"
18692,0.0002569307537402,"frozenset({12337, 19053})"
18693,0.000368599204821,"frozenset({12337, 17790})"
18694,0.0002998562307574,"frozenset({12337, 28198})"
18695,0.0003673549880959,"frozenset({12337, 41942})"
18696,0.0003561570375697,"frozenset({12337, 49671})"
18697,0.0003303395405232,"frozenset({12337, 31711})"
18698,0.0002186710894423,"frozenset({12337, 4602})"
18699,0.0002578639162841,"frozenset({12337, 24180})"
18700,0.0002606634039156,"frozenset({12337, 31500})"
18701,0.0003555349292071,"frozenset({8273, 12337})"
18702,0.0003446480328622,"frozenset({12337, 5873})"
18703,0.0002469770199391,"frozenset({12337, 48668})"
18704,0.0003020336100263,"frozenset({12337, 27081})"
18705,0.0002600412955531,"frozenset({12337, 44350})"
18706,0.0005017303944104,"frozenset({12337, 40698})"
18707,0.0003825966429788,"frozenset({12337, 30385})"
18708,0.0002267584981557,"frozenset({12337, 44623})"
18709,0.000264396054091,"frozenset({34120, 12337})"
18710,0.0003776197760783,"frozenset({12337, 35945})"
18711,0.0003903729975109,"frozenset({12337, 8514})"
18712,0.0002080952472787,"frozenset({12337, 25885})"
18713,0.0003760645051718,"frozenset({24960, 12337})"
18714,0.0002538202119274,"frozenset({46656, 12337})"
18715,0.0002970567431258,"frozenset({46968, 12337})"
18716,0.0002124500058167,"frozenset({12337, 28979})"
18717,0.0002553754828338,"frozenset({12337, 22031})"
18718,0.000347758574675,"frozenset({12337, 27099})"
18734,0.0004021930563997,"frozenset({11136, 21899})"
18735,0.0006491700763389,"frozenset({11136, 21133})"
18736,0.0003782418844408,"frozenset({11136, 27960})"
18737,0.0002575528621028,"frozenset({11136, 44998})"
18738,0.000673432302479,"frozenset({11136, 24848})"
18739,0.0002581749704654,"frozenset({11136, 8273})"
18740,0.0007060929915138,"frozenset({11136, 13172})"
18741,0.0003094989103772,"frozenset({11136, 40698})"
18742,0.000631751042187,"frozenset({11136, 47198})"
18743,0.0002469770199391,"frozenset({11136, 30385})"
18744,0.0002472880741204,"frozenset({11136, 5873})"
18745,0.0002196042519862,"frozenset({11136, 47615})"
18746,0.0002192931978049,"frozenset({11136, 47755})"
18747,0.0002211595228926,"frozenset({11136, 41942})"
18748,0.0003051441518392,"frozenset({11136, 26204})"
18749,0.0002572418079215,"frozenset({11136, 22931})"
18750,0.0002295579857873,"frozenset({11136, 24960})"
18751,0.0003129205063713,"frozenset({43866, 27839})"
18752,0.0004849334686211,"frozenset({43866, 21133})"
18753,0.0003315837572483,"frozenset({43866, 21899})"
18754,0.0002012520552905,"frozenset({43866, 22031})"
18755,0.0004205452530954,"frozenset({43866, 47198})"
18756,0.0006292626087367,"frozenset({43866, 13172})"
18757,0.000664722785403,"frozenset({24848, 43866})"
18758,0.0002790156006114,"frozenset({43866, 47755})"
18759,0.0002065399763723,"frozenset({16793, 43866})"
18760,0.000285236684237,"frozenset({27960, 43866})"
18761,0.0002550644286525,"frozenset({24848, 28676})"
18762,0.000393794593505,"frozenset({47198, 43999})"
18763,0.000581360264819,"frozenset({24848, 43999})"
18764,0.000389439834967,"frozenset({21899, 43999})"
18765,0.0002220926854365,"frozenset({22931, 43999})"
18768,0.000210583680729,"frozenset({8273, 43999})"
18769,0.0002553754828338,"frozenset({47755, 43999})"
18770,0.000224892173068,"frozenset({43999, 22031})"
18771,0.0003150978856403,"frozenset({27960, 43999})"
18772,0.0004273884450836,"frozenset({43999, 27839})"
18774,0.0002472880741204,"frozenset({13172, 11477})"
18775,0.0002015631094717,"frozenset({11477, 47198})"
18776,0.0002037404887407,"frozenset({11477, 21133})"
18777,0.0003266068903478,"frozenset({24848, 11477})"
18778,0.0002395117195883,"frozenset({21899, 11477})"
18779,0.0002130721141792,"frozenset({24848, 35818})"
18782,0.0006255299585613,"frozenset({31547, 47198})"
18783,0.0004388974497911,"frozenset({5873, 31547})"
18784,0.00020840630146,"frozenset({31547, 44623})"
18786,0.0006398384509004,"frozenset({31547, 17790})"
18787,0.0003150978856403,"frozenset({31547, 21934})"
18788,0.0002379564486819,"frozenset({31547, 24180})"
18790,0.0006342394756373,"frozenset({31547, 49671})"
18791,0.000571406531018,"frozenset({31547, 28979})"
18792,0.00037077658409,"frozenset({10745, 31547})"
18793,0.0003051441518392,"frozenset({42577, 31547})"
18794,0.0002056068138284,"frozenset({31547, 9383})"
18798,0.0009104555886171,"frozenset({31547, 13172})"
18799,0.0003340721906986,"frozenset({31547, 34963})"
18800,0.0003776197760783,"frozenset({16793, 31547})"
18801,0.0003393601117804,"frozenset({34120, 31547})"
18802,0.0004550722672179,"frozenset({31547, 22931})"
18803,0.0003558459833884,"frozenset({31547, 21612})"
18805,0.000677787061017,"frozenset({24960, 31547})"
18806,0.0006221083625672,"frozenset({31547, 21133})"
18807,0.0002951904180381,"frozenset({40698, 31547})"
18808,0.0002584860246466,"frozenset({31547, 37639})"
18809,0.0003054552060205,"frozenset({31547, 14988})"
18810,0.000289591442775,"frozenset({31547, 31500})"
18811,0.000222714793799,"frozenset({31547, 25885})"
18812,0.0004609822966623,"frozenset({31547, 27099})"
18813,0.0004261442283585,"frozenset({31547, 5022})"
18815,0.0005048409362233,"frozenset({8514, 31547})"
18816,0.0004895992813404,"frozenset({31547, 20110})"
18817,0.000210583680729,"frozenset({8170, 31547})"
18818,0.0004298768785339,"frozenset({31547, 27839})"
18819,0.0003185194816344,"frozenset({31547, 39869})"
18820,0.0002301800941498,"frozenset({42257, 31547})"
18821,0.0002009410011092,"frozenset({31547, 22821})"
18822,0.000481511872627,"frozenset({27960, 31547})"
18823,0.0002591081330092,"frozenset({8273, 31547})"
18824,0.0005443448172463,"frozenset({31547, 44998})"
18825,0.0004056146523938,"frozenset({31547, 44350})"
18826,0.0002454217490327,"frozenset({9072, 31547})"
18827,0.000210583680729,"frozenset({31547, 9835})"
18828,0.000291768822044,"frozenset({31547, 28198})"
18829,0.000306077314383,"frozenset({31547, 44133})"
18830,0.0002615965664595,"frozenset({31547, 30483})"
18831,0.0003262958361665,"frozenset({46968, 31547})"
18832,0.0003007893933012,"frozenset({31547, 25654})"
18833,0.0002056068138284,"frozenset({31547, 48668})"
18834,0.000222714793799,"frozenset({31547, 26599})"
18835,0.0003101210187397,"frozenset({29481, 31547})"
18836,0.0002224037396177,"frozenset({31547, 5447})"
18837,0.0003353164074237,"frozenset({45057, 31547})"
